transaction_id,items
225,"cloro,detergente,jamon,queso,salsa,suavizante,tortillas"
226,"detergente,suavizante"
227,"botanas,cafe,cereal,cerveza,leche,pan"
228,"cereal,cloro,detergente,mantequilla,pan,suavizante"
229,"cereal,mantequilla,pan"
230,"cloro,jamon,tortillas"
231,"frutas,granola,jamon,queso,salsa,tortillas,yogurt"
232,"botanas,cloro,detergente,papas,refresco"
233,"cerveza,papas,refresco"
234,"cafe,jamon,queso,salsa,tortillas"
235,"cafe,cloro,detergente,leche,mantequilla"
236,"botanas,cerveza,papas,refresco"
237,"cloro,suavizante"
238,"jamon,queso,salsa,tortillas"
239,"cloro,jamon,suavizante,tortillas"
240,"frutas,yogurt"
241,"cerveza,cloro,detergente,frutas,papas,refresco,suavizante"
242,"frutas,granola,yogurt"
243,"jamon,tortillas"
244,"cerveza,refresco"
245,"botanas,cloro,detergente,papas,refresco,suavizante"
246,"cloro,detergente,jamon,suavizante,tortillas"
247,"botanas,refresco"
248,"botanas,frutas,papas,refresco,yogurt"
249,"cloro,queso,suavizante,tortillas"
250,"cloro,detergente"
251,"cerveza,cloro,papas,suavizante"
252,"cereal,mantequilla,queso,salsa"
253,"cereal,jamon,pan,queso,salsa,tortillas"
254,"cafe,jamon,leche,mantequilla,pan,queso,salsa"
255,"cafe,cereal,mantequilla"
256,"botanas,papas"
257,"cafe,cereal,cloro,detergente,leche,pan"
258,"cereal,detergente,leche,suavizante"
259,"cereal,frutas,granola,leche,yogurt"
260,"cafe,leche,mantequilla,pan"
261,"frutas,granola,yogurt"
262,"botanas,cerveza,jamon,papas,queso,refresco,salsa"
263,"frutas,yogurt"
264,"cereal,detergente,frutas,mantequilla,pan,yogurt"
265,"cloro,detergente,queso,salsa,suavizante"
266,"frutas,granola,yogurt"
267,"jamon,salsa"
268,"botanas,cafe,mantequilla,pan,papas"
269,"jamon,queso,salsa,tortillas"
270,"frutas,granola,jamon,queso,salsa,tortillas,yogurt"
271,"jamon,salsa,tortillas"
272,"frutas,granola,yogurt"
273,"cloro,detergente"
274,"cerveza,papas,queso,refresco,tortillas"
275,"jamon,queso,tortillas"
276,"cloro,detergente,leche,mantequilla,suavizante"
277,"cloro,detergente,jamon,suavizante"
278,"cloro,suavizante"
279,"frutas,yogurt"
280,"cafe,cereal,leche,mantequilla"
281,"cloro,detergente,suavizante"
282,"frutas,granola,leche,mantequilla,pan,yogurt"
283,"cloro,suavizante"
284,"frutas,jamon,queso,salsa,tortillas"
285,"cloro,detergente,queso,salsa,suavizante,tortillas"
286,"frutas,granola,yogurt"
287,"cloro,detergente,frutas,granola,suavizante,yogurt"
288,"cloro,detergente,mantequilla,pan,suavizante"
289,"botanas,cerveza,jamon,papas,queso,refresco,salsa,tortillas"
290,"frutas,granola,yogurt"
291,"botanas,cloro,detergente,papas,refresco,suavizante,yogurt"
292,"botanas,cerveza,papas"
293,"jamon,queso,salsa,tortillas"
294,"cloro,detergente,leche,mantequilla,suavizante"
295,"jamon,queso,tortillas"
296,"botanas,refresco"
297,"cerveza,cloro,detergente,papas,suavizante"
298,"detergente,frutas,suavizante,yogurt"
299,"cerveza,refresco"
300,"botanas,cerveza,jamon,queso,refresco,salsa,tortillas"
301,"frutas,granola,jamon,queso,salsa,tortillas,yogurt"
302,"botanas,jamon,papas,queso,tortillas"
303,"frutas,leche,pan,yogurt"
304,"jamon,tortillas"
305,"cafe,frutas,mantequilla,pan,yogurt"
306,"jamon,queso,salsa,tortillas"
307,"botanas,cerveza,mantequilla,papas,refresco"
308,"jamon,queso,salsa,tortillas"
309,"cereal,mantequilla,pan"
310,"cerveza,refresco"
311,"botanas,cerveza,granola,yogurt"
312,"frutas,granola,jamon,queso,salsa,tortillas,yogurt"
313,"botanas,cerveza,cloro,detergente,papas,refresco,suavizante"
314,"cloro,suavizante,yogurt"
315,"cafe,cerveza,frutas,granola,refresco,yogurt"
316,"cloro,detergente,frutas,suavizante,yogurt"
317,"botanas,cerveza,papas,refresco"
318,"cafe,pan"
319,"cafe,leche,papas,refresco"
320,"botanas,frutas,refresco,yogurt"
321,"cereal,cloro,detergente,mantequilla,pan,suavizante"
322,"frutas,yogurt"
323,"botanas,cerveza,pan,papas,refresco"
324,"botanas,cerveza,cloro,detergente,suavizante"
325,"cloro,detergente,suavizante"
326,"jamon,salsa"
327,"cafe,cereal,frutas,granola,mantequilla,yogurt"
328,"frutas,granola,jamon,queso,tortillas"
329,"cafe,frutas,granola,mantequilla"
330,"botanas,cerveza,papas,refresco"
331,"frutas,granola,jamon,queso,salsa,tortillas"
332,"jamon,queso,salsa,tortillas"
333,"cloro,detergente,frutas,granola,yogurt"
334,"granola,jamon,queso,tortillas,yogurt"
335,"mantequilla,pan"
336,"botanas,cafe,cereal,cerveza,mantequilla,pan,papas,refresco"
337,"botanas,cerveza,detergente,granola,suavizante"
338,"botanas,cerveza,refresco"
339,"cafe,detergente,leche,refresco,suavizante"
340,"botanas,cerveza,papas,queso,refresco"
341,"frutas,yogurt"
342,"cafe,cereal,leche,mantequilla"
343,"cafe,cereal,cloro,detergente,leche"
344,"jamon,queso,salsa,tortillas"
345,"frutas,jamon,queso,salsa,yogurt"
346,"botanas,cerveza,cloro,detergente,papas,refresco"
347,"botanas,cerveza,frutas,papas,refresco,yogurt"
348,"cafe,cloro,suavizante"
349,"cereal,leche,salsa"
350,"frutas,yogurt"
351,"cereal,cloro,leche,suavizante"
352,"cafe,cereal,jamon,queso,tortillas"
353,"cloro,detergente,suavizante"
354,"botanas,cerveza,cloro,papas,refresco,suavizante"
355,"detergente,suavizante"
356,"botanas,cerveza,refresco"
357,"cereal,jamon,mantequilla,pan,papas,queso,tortillas"
358,"botanas,cereal,cerveza,jamon,papas,refresco,salsa,tortillas"
359,"granola,yogurt"
360,"frutas,yogurt"
361,"frutas,granola,yogurt"
362,"cloro,detergente,suavizante"
363,"jamon,queso,salsa,tortillas"
364,"cereal,jamon,queso,salsa,tortillas"
365,"cloro,detergente,jamon,tortillas"
366,"jamon,tortillas"
367,"cafe,jamon,mantequilla,queso,salsa"
368,"botanas,cerveza,frutas,granola,papas,refresco,yogurt"
369,"cloro,suavizante"
370,"botanas,cerveza,cloro,detergente,papas,refresco,suavizante"
371,"cerveza,detergente,papas,suavizante"
372,"botanas,cerveza,cloro,detergente,papas,refresco,suavizante"
373,"cafe,leche,queso,salsa"
374,"frutas,granola,yogurt"
375,"botanas,cafe,cerveza,leche,mantequilla,papas,refresco"
376,"jamon,queso,tortillas"
377,"cloro,frutas,granola,suavizante,yogurt"
378,"frutas,salsa,tortillas,yogurt"
379,"botanas,cafe,cerveza,frutas,mantequilla"
380,"botanas,cerveza"
381,"frutas,granola,yogurt"
382,"frutas,granola,yogurt"
383,"cloro,detergente,frutas,granola,suavizante,yogurt"
384,"botanas,cerveza,papas,refresco"
385,"cereal,leche,mantequilla"
386,"frutas,granola,yogurt"
387,"frutas,granola,jamon,salsa,yogurt"
388,"cloro,detergente,granola,suavizante,yogurt"
389,"cloro,frutas,granola,suavizante"
390,"cafe,cereal,leche,mantequilla"
391,"detergente,suavizante"
392,"cloro,detergente,frutas,granola,suavizante"
393,"frutas,yogurt"
394,"frutas,granola,jamon,salsa,tortillas,yogurt"
395,"queso,tortillas"
396,"cafe,cereal,jamon,pan,queso"
397,"cafe,leche,mantequilla"
398,"jamon,queso,tortillas"
399,"botanas,cerveza,papas,refresco"
400,"botanas,cafe,jamon,mantequilla,pan,tortillas"
401,"botanas,cerveza,papas,refresco"
402,"cereal,leche,mantequilla,papas,refresco"
403,"frutas,granola,yogurt"
404,"botanas,cereal,cerveza,leche,papas,refresco"
405,"jamon,queso,salsa,tortillas"
406,"cafe,jamon,leche,mantequilla,pan"
407,"botanas,cerveza,cloro,detergente,papas,refresco,suavizante"
408,"detergente,suavizante"
409,"botanas,cloro,detergente,papas,refresco,suavizante"
410,"botanas,cerveza,frutas,granola"
411,"cafe,cereal,leche"
412,"mantequilla,pan"
413,"leche,mantequilla,queso,salsa"
414,"cloro,frutas,suavizante,yogurt"
415,"frutas,granola,queso,salsa,yogurt"
416,"cloro,queso,salsa,suavizante,tortillas"
417,"cereal,jamon,leche,pan,queso,salsa,tortillas"
418,"jamon,queso,salsa,tortillas"
419,"cafe,cereal,leche,pan,salsa"
420,"botanas,cerveza,frutas,granola,refresco,yogurt"
421,"jamon,leche,mantequilla,pan,queso,salsa,tortillas"
422,"cafe,cereal,mantequilla,pan"
423,"cloro,detergente,frutas,suavizante,yogurt"
424,"cereal,leche,mantequilla,pan"
425,"cloro,detergente,frutas,granola,yogurt"
426,"botanas,cerveza"
427,"frutas,yogurt"
428,"jamon,queso,salsa"
429,"cloro,detergente,suavizante"
430,"botanas,refresco"
431,"cloro,detergente,jamon,salsa,suavizante,tortillas"
432,"jamon,queso,salsa,tortillas"
433,"botanas,cerveza,granola,papas,refresco,yogurt"
434,"jamon,leche,pan,queso,salsa,tortillas"
435,"frutas,granola,yogurt"
436,"frutas,granola,yogurt"
437,"cafe,cereal,mantequilla,queso,tortillas"
438,"botanas,cerveza,frutas,granola,papas,refresco,yogurt"
439,"jamon,salsa"
440,"botanas,cerveza,papas,refresco"
441,"mantequilla,pan"
442,"frutas,granola,salsa,tortillas"
443,"jamon,queso,salsa,tortillas"
444,"cloro,frutas,granola,suavizante,yogurt"
445,"cafe,leche,mantequilla,pan"
446,"cafe,cereal,frutas,granola,leche,pan,yogurt"
447,"botanas,cerveza,papas,refresco"
448,"jamon,tortillas"
449,"botanas,cafe,cerveza,jamon,mantequilla"
450,"cloro,suavizante"
451,"frutas,granola,salsa,tortillas"
452,"cloro,detergente"
453,"frutas,granola,yogurt"
454,"cloro,jamon,queso,salsa,suavizante,tortillas"
455,"botanas,cerveza,frutas,papas,refresco,yogurt"
456,"granola,yogurt"
457,"papas,refresco"
458,"cereal,pan"
459,"cafe,cloro,detergente,leche,suavizante"
460,"botanas,detergente,refresco,suavizante"
461,"cloro,frutas,granola,suavizante,yogurt"
462,"jamon,queso,tortillas"
463,"frutas,granola,queso,salsa,tortillas"
464,"detergente,suavizante"
465,"cloro,suavizante"
466,"cafe,cereal,mantequilla,pan"
467,"cloro,detergente,suavizante"
468,"botanas,cerveza,papas,refresco,yogurt"
469,"jamon,queso,salsa"
470,"botanas,cerveza,frutas,granola,papas,refresco"
471,"granola,yogurt"
472,"botanas,cerveza,cloro,detergente,papas,refresco,suavizante"
473,"cloro,detergente,suavizante"
474,"detergente,suavizante"
475,"botanas,cloro,detergente,papas"
476,"cafe,cereal,jamon,mantequilla,pan,queso,salsa,tortillas,yogurt"
477,"botanas,cerveza,detergente,papas,refresco"
478,"cafe,cereal,cloro,detergente,mantequilla,pan,suavizante"
479,"cloro,mantequilla,suavizante"
480,"cereal,cloro,pan,suavizante"
481,"botanas,cafe,cereal,leche,pan,refresco"
482,"jamon,queso,salsa,tortillas"
483,"frutas,granola,jamon,queso,salsa,tortillas,yogurt"
484,"botanas,cerveza,frutas,granola,papas,refresco"
485,"frutas,granola,jamon,salsa,yogurt"
486,"botanas,cerveza,jamon,papas,refresco,salsa,tortillas"
487,"botanas,cafe,cereal,cerveza,papas,refresco"
488,"botanas,cerveza,refresco"
489,"cloro,leche,mantequilla,pan,suavizante"
490,"detergente,frutas,granola,suavizante,yogurt"
491,"cloro,detergente"
492,"papas,refresco"
493,"botanas,cerveza,jamon,papas,queso,refresco,salsa,tortillas"
494,"botanas,cerveza,cloro,detergente,refresco,suavizante"
495,"cafe,cereal,frutas,granola,pan,yogurt"
496,"cafe,cereal,jamon,leche,queso,salsa"
497,"cereal,cloro,detergente,mantequilla,pan,suavizante"
498,"cloro,detergente,granola,yogurt"
499,"botanas,cerveza,papas,refresco"
500,"cloro,detergente,suavizante"
501,"cafe,cereal,cloro,leche,mantequilla,suavizante"
502,"botanas,cerveza,jamon,papas,queso,refresco,salsa,tortillas"
503,"jamon,salsa"
504,"cerveza,papas,refresco"
505,"frutas,granola,papas,refresco,yogurt"
506,"cloro,detergente,frutas,granola,yogurt"
507,"cerveza,jamon,papas,queso,refresco,salsa"
508,"frutas,granola,jamon,queso,salsa"
509,"cafe,cereal,frutas,jamon,leche,mantequilla,queso,salsa,tortillas"
510,"frutas,granola,yogurt"
511,"cloro,detergente,frutas,granola,mantequilla,suavizante,yogurt"
512,"frutas,granola,yogurt"
513,"frutas,granola,jamon,queso,yogurt"
514,"cafe,cerveza,pan,papas"
515,"jamon,papas,queso,salsa,tortillas"
516,"botanas,cerveza,cloro,detergente,papas,refresco"
517,"cloro,jamon,queso,salsa,suavizante,tortillas"
518,"cloro,detergente,frutas,granola,suavizante,yogurt"
519,"cafe,cereal,cloro,leche,mantequilla,suavizante"
520,"cafe,cereal,frutas,granola,leche,mantequilla,yogurt"
521,"jamon,queso,salsa"
522,"cereal,cloro,detergente,suavizante"
523,"cerveza,papas,refresco"
524,"cerveza,detergente,queso,suavizante,tortillas"
525,"cerveza,frutas,granola,papas,yogurt"
526,"frutas,granola,jamon,queso,tortillas,yogurt"
527,"leche,mantequilla,queso,salsa,tortillas"
528,"botanas,cereal,leche,refresco"
529,"botanas,cafe,frutas,granola,papas,refresco"
530,"cafe,jamon,mantequilla"
531,"queso,salsa"
532,"cerveza,cloro,detergente,papas,refresco,suavizante"
533,"cafe,leche,pan"
534,"cloro,detergente,frutas,granola,suavizante,yogurt"
535,"frutas,granola,jamon,queso,salsa,tortillas,yogurt"
536,"cafe,cereal,leche,mantequilla"
537,"cereal,jamon,leche,mantequilla,pan,queso,salsa,tortillas"
538,"cloro,detergente,suavizante"
539,"leche,pan"
540,"botanas,cereal,mantequilla,pan,refresco"
541,"cafe,pan"
542,"frutas,granola,yogurt"
543,"frutas,granola"
544,"botanas,cerveza,cloro,papas,refresco,suavizante"
545,"botanas,cafe,cereal,cerveza,papas,refresco"
546,"cloro,detergente,frutas,granola,suavizante"
547,"frutas,granola,queso,salsa,tortillas,yogurt"
548,"granola,leche,mantequilla,yogurt"
549,"cafe,jamon,mantequilla"
550,"botanas,cloro,refresco,suavizante"
551,"frutas,granola,yogurt"
552,"jamon,mantequilla,pan,queso,salsa"
553,"cloro,suavizante"
554,"frutas,papas,yogurt"
555,"cafe,cereal,cloro,leche,suavizante,yogurt"
556,"cloro,detergente,suavizante"
557,"botanas,papas,refresco"
558,"cloro,detergente"
559,"cereal,granola,mantequilla,pan,yogurt"
560,"granola,yogurt"
561,"botanas,cerveza,leche,mantequilla,papas,refresco"
562,"frutas,yogurt"
563,"cereal,granola,leche,yogurt"
564,"cereal,leche,pan"
565,"cloro,detergente,jamon,suavizante"
566,"cafe,cereal,cloro,leche,suavizante"
567,"botanas,refresco"
568,"cereal,mantequilla"
569,"botanas,cereal,mantequilla,papas,refresco"
570,"jamon,leche,mantequilla,pan,queso,salsa,tortillas"
571,"jamon,salsa"
572,"botanas,cerveza,jamon,papas,refresco,tortillas"
573,"detergente,suavizante"
574,"cerveza,papas,refresco"
575,"frutas,granola,jamon,queso,salsa,tortillas"
576,"cloro,detergente"
577,"botanas,cerveza,jamon,papas,queso,refresco,tortillas"
578,"cereal,frutas,leche,pan,yogurt"
579,"granola,salsa,tortillas,yogurt"
580,"cloro,suavizante"
581,"botanas,cerveza,papas,refresco"
582,"botanas,papas,refresco"
583,"botanas,cerveza,papas,queso,refresco,salsa,tortillas"
584,"botanas,cerveza,papas,refresco"
585,"jamon,queso,salsa,tortillas"
586,"cafe,pan"
587,"cloro,detergente,suavizante"
588,"cafe,cerveza,papas,refresco"
589,"cloro,detergente,frutas,granola,yogurt"
590,"cafe,jamon,mantequilla,pan,queso,salsa"
591,"cereal,cloro,detergente,mantequilla,pan"
592,"papas,refresco"
593,"cereal,leche,mantequilla"
594,"jamon,queso,salsa,tortillas"
595,"cereal,jamon,leche,mantequilla,pan,tortillas"
596,"botanas,cerveza,papas,refresco"
597,"frutas,granola,jamon,queso,tortillas,yogurt"
598,"cafe,pan"
599,"botanas,cerveza,papas,refresco"
600,"cereal,leche,mantequilla,pan"
601,"cereal,detergente,leche,mantequilla,pan,suavizante"
602,"cafe,jamon,leche,mantequilla,pan,queso,salsa,tortillas"
603,"detergente,frutas,granola,suavizante,yogurt"
604,"botanas,cerveza,jamon,papas,queso,refresco,salsa,tortillas"
605,"cerveza,frutas,papas,refresco,yogurt"
606,"cereal,leche,pan"
607,"botanas,papas,refresco"
608,"cereal,leche,mantequilla,pan"
609,"cereal,leche,pan"
610,"cereal,leche,mantequilla,pan"
611,"frutas,yogurt"
612,"cereal,jamon,pan,queso,salsa"
613,"cloro,detergente,frutas,suavizante,yogurt"
614,"cloro,detergente,jamon,queso,salsa"
615,"botanas,cerveza,jamon,papas,queso,refresco,salsa,tortillas"
616,"cafe,cereal,jamon,pan,tortillas"
617,"cerveza,jamon,papas,queso,salsa,tortillas"
618,"cerveza,frutas,granola,papas,refresco,yogurt"
619,"frutas,granola,yogurt"
620,"jamon,queso,salsa"
621,"granola,jamon,queso,salsa,tortillas,yogurt"
622,"cerveza,jamon,tortillas"
623,"frutas,granola,queso,salsa"
624,"cloro,detergente,granola,suavizante,yogurt"
625,"frutas,granola,queso,tortillas,yogurt"
626,"cereal,leche,mantequilla,pan"
627,"jamon,queso,salsa,tortillas"
628,"botanas,detergente,papas,suavizante"
629,"botanas,frutas,granola"
630,"jamon,queso,salsa,tortillas"
631,"cloro,detergente,jamon,queso,salsa,suavizante,tortillas"
632,"cloro,detergente,suavizante"
633,"cafe,detergente,leche,mantequilla,pan,suavizante"
634,"detergente,suavizante"
635,"cloro,detergente,suavizante"
636,"jamon,salsa,tortillas"
637,"botanas,cerveza,granola,papas,refresco,yogurt"
638,"cereal,cloro,detergente,leche,mantequilla,pan,suavizante"
639,"cafe,cereal,frutas,granola,leche,pan"
640,"jamon,queso"
641,"cloro,suavizante"
642,"jamon,queso,salsa,tortillas"
643,"cafe,cereal"
644,"botanas,cloro,detergente,papas,refresco,suavizante"
645,"cereal,granola,leche,mantequilla,yogurt"
646,"frutas,granola,yogurt"
